ID,id_article,id_experiment,publication_year,Authors,language,document_type,doi,Book_DOI,Commentaires,experiment_type,control_Land_Use,control_type,control_Comment,control_species,control_NB_species,control_N_Woody,control_N_herb,control_N2_fixing,treatment_Land_Use,NEW_treatment_type,main_culture,Notes,treatment_species,treatment_NB_species,treatment_N_Woody,treatment_N_herb,treatment_N2_fixing,density,Organic_management,info,Confunding_factors,country,latitude,longitude,Y_(WGS84),X_(WGS84),altitude,precipitation,temperature,climate,soil_type,soil_depth_start,soil_depth_end,Thickness,Bulk_density_C,Coarse_fragment_C,Bulk_density_T,Coarse_fragment_T,Design,time_since_conversion,history,history_C,history_T,control_replicate_nb,treatment_replicate_nb,Table/Fig,Transformation,soc_unit_control,...60,control_soc_mean,control_soc_sd,control_soc_sd_F,control_soc_mean_T_ha,control_soc_sd_T_ha,treatment_soc_mean,treatment_soc_sd,treatment_soc_sd_F,treatment_soc_mean_T_ha,treatment_soc_sd_T_ha,delta_stock_C.yr,delta_stock_T.yr,Keep_ratio,Ratio,Ratio_vi,Keep_rate,Crate,Crate_vi,...79,delta_stock_T,Temperature_Wordclim,Precipitation_Wordclim,ETP_Wordclim,FAO_Climate,MEAN_depth,depth_diff,Depthfrom_zero,MEAN_depthD,lon,lat,time_since_conversion_imputed,main_culture2,NEW_treatment_type2,diff_species,diff_species_class,Grouped_Design,History_reclass,depth_group,treatment_soc_sd_T_ha_imputed,control_soc_sd_T_ha_imputed,yi,vi
338,19,338,2008,"Andrade, Hernan J.; Brook, Robert; Ibrahim, Muhammad",English,Article,10.1007/s11104-008-9600-x,http://dx.doi.org/10.1007/s11104-008-9600-x,"Error bars correspond to standard error of mean in the graphs. The samplings are made in 2005, so the SAF was 4 years old. The biomass data is given as carbon stock, for the trees and the grass.The error bar for the biomass is for the total carbon produced in the biomass, so the error bar just for the aboveground biomass isnt available",LMP,Grassland,Full sun,NA,Hyparrhenia rufa,1,0,1,0,Grassland,SilvoPasture,Pasture,NA,"Hyparrhenia rufa,Diphysa robinioides",2,1,1,1,"1111,111111",NA,NA,NA,Costa Rica,10°28′36.8′′N,85°9′14.5′′W,10.4768888888889,-85.1540277777778,50,1500,28,NA,Cambisols,40,60,20,117,44,117,44,RCBD,4.5,Pastures which had been grazed over the previous 20 years,grassland,grassland,3,3,Figure 3,SE,t C ha-1,Done,"19,51","7,46 SE","12,92",19.51,12.92,"19,37","1,303853474 SE","2,26",19.37,2.26,NA,NA,YES,"-0,007306410348","0,150752722",YES,"-0,004438165833",NA,NA,NA,261,103,1962,Tropical Moist,50,20,FALSE,"(25,50]",-85.1540277777778,10.4768888888889,FALSE,Pasture,SilvoPasture,1,A:<0/+1,Randomized Designs,Grassland,"[45,55)",FALSE,FALSE,-0.007201677216115314,0.15071813587046531
429,20,429,2012,"Hergoualc'h, Kristell; Blanchart, Eric; Skiba, Ute; Henault, Catherine; Harmand, Jean-Michel",English,Article,10.1016/j.agee.2011.11.018,http://dx.doi.org/10.1016/j.agee.2011.11.018,"The error bars in the graphs correspond to SE not to SD. For the biomass, we compare the biomass in I.densiflora and biomass in C.arabica",LMP,Cropland,Full sun,NA,Coffea arabica,1,1,0,0,Cropland,Shaded perennial,Coffee,NA,"Coffea arabica,Inga densiflora",2,2,0,1,278,NO,NA,NA,Costa Rica,10°02'N,84°08'W,10.0333333333333,-84.1333333333333,1180,2300,21,NA,Cambisols,0,10,10,98,62,86,62,BACI,9,Land use for at least the previous 10 years was a coffee monoculture in the case of SAF and coffee associated with a small number of Eucalyptus trees inthe case of Control.,cropland,cropland,1,1,Table 2,SE,t C ha-1,Done,"29,67","0,8 SE","0,80",29.67,0.8,"32,08","1,02 SE","1,02",32.08,1.02,NA,NA,YES,"0,0780963487","0,001737972061",NO,NO,NA,NA,NA,172,90,1663,Tropical Montane,5,10,TRUE,"(0,5]",-84.1333333333333,10.0333333333333,FALSE,Cocoa/Coffee,Shaded perennial,1,A:<0/+1,Before-After Designs,Cropland,"[0,15)",FALSE,FALSE,0.07809634869558317,0.001737972061462254
430,20,430,2012,"Hergoualc'h, Kristell; Blanchart, Eric; Skiba, Ute; Henault, Catherine; Harmand, Jean-Michel",English,Article,10.1016/j.agee.2011.11.018,http://dx.doi.org/10.1016/j.agee.2011.11.018,"The error bars in the graphs correspond to SE not to SD. For the biomass, we compare the biomass in I.densiflora and biomass in C.arabica",LMP,Cropland,Full sun,NA,Coffea arabica,1,1,0,0,Cropland,Shaded perennial,Coffee,NA,"Coffea arabica,Inga densiflora",2,2,0,1,278,NO,NA,NA,Costa Rica,10°02'N,84°08'W,10.0333333333333,-84.1333333333333,1180,2300,21,NA,Cambisols,10,20,10,98,62,92,62,BACI,9,Land use for at least the previous 10 years was a coffee monoculture in the case of SAF and coffee associated with a small number of Eucalyptus trees inthe case of Control.,cropland,cropland,1,1,Table 2,SE,t C ha-1,Done,"29,34","0,84 SE","0,84",29.34,0.84,"29,07","1,6 SE","1,60",29.07,1.6,NA,NA,YES,"-0,009245058144","0,003849021833",NO,NO,NA,NA,NA,172,90,1663,Tropical Montane,15,10,FALSE,"(10,15]",-84.1333333333333,10.0333333333333,FALSE,Cocoa/Coffee,Shaded perennial,1,A:<0/+1,Before-After Designs,Cropland,"[15,30)",FALSE,FALSE,-0.00924505814405105,0.0038490218334485144
431,20,431,2012,"Hergoualc'h, Kristell; Blanchart, Eric; Skiba, Ute; Henault, Catherine; Harmand, Jean-Michel",English,Article,10.1016/j.agee.2011.11.018,http://dx.doi.org/10.1016/j.agee.2011.11.018,"The error bars in the graphs correspond to SE not to SD. For the biomass, we compare the biomass in I.densiflora and biomass in C.arabica",LMP,Cropland,Full sun,NA,Coffea arabica,1,1,0,0,Cropland,Shaded perennial,Coffee,NA,"Coffea arabica,Inga densiflora",2,2,0,1,278,NO,NA,NA,Costa Rica,10°02'N,84°08'W,10.0333333333333,-84.1333333333333,1180,2300,21,NA,Cambisols,20,30,10,91,62,92,62,BACI,9,Land use for at least the previous 10 years was a coffee monoculture in the case of SAF and coffee associated with a small number of Eucalyptus trees inthe case of Control.,cropland,cropland,1,1,Table 2,SE,t C ha-1,Done,"27,06","0,53 SE","0,53",27.06,0.53,"25,48","0,87 SE","0,87",25.48,0.87,NA,NA,YES,"-0,06016279204","0,001549457402",NO,NO,NA,NA,NA,172,90,1663,Tropical Montane,25,10,FALSE,"(15,25]",-84.1333333333333,10.0333333333333,FALSE,Cocoa/Coffee,Shaded perennial,1,A:<0/+1,Before-After Designs,Cropland,"[15,30)",FALSE,FALSE,-0.060162792038679344,0.0015494574024546705
432,20,432,2012,"Hergoualc'h, Kristell; Blanchart, Eric; Skiba, Ute; Henault, Catherine; Harmand, Jean-Michel",English,Article,10.1016/j.agee.2011.11.018,http://dx.doi.org/10.1016/j.agee.2011.11.018,"The error bars in the graphs correspond to SE not to SD. For the biomass, we compare the biomass in I.densiflora and biomass in C.arabica",LMP,Cropland,Full sun,NA,Coffea arabica,1,1,0,0,Cropland,Shaded perennial,Coffee,NA,"Coffea arabica,Inga densiflora",2,2,0,1,278,NO,NA,NA,Costa Rica,10°02'N,84°08'W,10.0333333333333,-84.1333333333333,1180,2300,21,NA,Cambisols,30,40,10,88,62,90,62,BACI,9,Land use for at least the previous 10 years was a coffee monoculture in the case of SAF and coffee associated with a small number of Eucalyptus trees inthe case of Control.,cropland,cropland,1,1,Table 2,SE,t C ha-1,Done,"24,04","0,63 SE","0,63",24.04,0.63,"24,66","0,9 SE","0,90",24.66,0.9,NA,NA,YES,"0,02546338807","0,002018754944",NO,NO,NA,NA,NA,172,90,1663,Tropical Montane,35,10,FALSE,"(25,50]",-84.1333333333333,10.0333333333333,FALSE,Cocoa/Coffee,Shaded perennial,1,A:<0/+1,Before-After Designs,Cropland,"[30,45)",FALSE,FALSE,0.02546338806919139,0.0020187549444157862
449,29,449,2009,"Geissen, Violette; Pena-Pena, Karina; Huerta, Esperanza",English,Article,"10,1016/j,pedobi,2009,03,004",http://dx.doi.org/10.1016/j.pedobi.2009.03.004,NA,LMP,Cropland,Full sun,NA,Musa acuminata,1,0,1,0,Cropland,Shaded perennial,Banana,NA,"Musa acuminata,Cedrela odorata",2,1,1,0,1200,NO,NA,NA,Mexico,17°34'N,92°53'W,17.5666666666667,-92.8833333333333,46,3862,25.4,NA,Luvisols,0,10,10,104,61,94,61,CI,12.6820185614849,Riparian primary forest,forest,forest,5,5,Table 1,NA,g 100 g-1,Done,"1,27","0,30","0,30",12.4,2.93,"2,19","0,77","0,77",19.33,6.8,NA,NA,YES,"0,4437885265","0,03588427744",YES,"0,2348454915","0,3297004068",NA,NA,258,114,1801,Tropical Wet,5,10,TRUE,"(0,5]",-92.8833333333333,17.5666666666667,FALSE,Others,Shaded perennial,1,A:<0/+1,Control-Impact Designs,Forest,"[0,15)",FALSE,FALSE,0.4439618206092482,0.03591713107182181
450,29,450,2009,"Geissen, Violette; Pena-Pena, Karina; Huerta, Esperanza",English,Article,"10,1016/j,pedobi,2009,03,004",http://dx.doi.org/10.1016/j.pedobi.2009.03.004,NA,LMP,Cropland,Full sun,NA,Musa acuminata,1,0,1,0,Cropland,Shaded perennial,Banana,NA,"Musa acuminata,Cedrela odorata",2,1,1,0,1200,NO,NA,NA,Mexico,17°34'N,92°53'W,17.5666666666667,-92.8833333333333,46,3862,25.4,NA,Luvisols,0,10,10,109,61,94,61,CI,12.6820185614849,Riparian primary forest,forest,forest,5,5,Table 1,NA,g 100 g-1,Done,"1,75","0,87","0,87",17.91,8.9,"2,19","0,77","0,77",19.33,6.8,NA,NA,YES,"0,07623265593","0,07415445921",YES,"0,04809589831","0,5322379322",NA,NA,258,114,1801,Tropical Wet,5,10,TRUE,"(0,5]",-92.8833333333333,17.5666666666667,FALSE,Others,Shaded perennial,1,A:<0/+1,Control-Impact Designs,Forest,"[0,15)",FALSE,FALSE,0.07629907714761901,0.07413821183932748
453,29,453,2009,"Geissen, Violette; Pena-Pena, Karina; Huerta, Esperanza",English,Article,"10,1016/j,pedobi,2009,03,004",http://dx.doi.org/10.1016/j.pedobi.2009.03.004,NA,LMP,Cropland,Full sun,NA,Musa acuminata,1,0,1,0,Cropland,Shaded perennial,Banana,NA,"Musa acuminata,Cedrela odorata",2,1,1,0,1200,NO,NA,NA,Mexico,17°34'N,92°53'W,17.5666666666667,-92.8833333333333,46,3862,25.4,NA,Luvisols,0,10,10,104,61,108,61,CI,12.6820185614849,Riparian primary forest,forest,forest,5,5,Table 1,NA,g 100 g-1,Done,"1,27","0,30","0,30",12.4,2.93,"1,27","0,26","0,26",12.88,2.64,NA,NA,YES,"0,03774032798","0,01954243908",YES,"0,01616989831","0,1886912542",NA,NA,258,114,1801,Tropical Wet,5,10,TRUE,"(0,5]",-92.8833333333333,17.5666666666667,FALSE,Others,Shaded perennial,1,A:<0/+1,Control-Impact Designs,Forest,"[0,15)",FALSE,FALSE,0.03797924806521647,0.01956907691809593
454,29,454,2009,"Geissen, Violette; Pena-Pena, Karina; Huerta, Esperanza",English,Article,"10,1016/j,pedobi,2009,03,004",http://dx.doi.org/10.1016/j.pedobi.2009.03.004,NA,LMP,Cropland,Full sun,NA,Musa acuminata,1,0,1,0,Cropland,Shaded perennial,Banana,NA,"Musa acuminata,Cedrela odorata",2,1,1,0,1200,NO,NA,NA,Mexico,17°34'N,92°53'W,17.5666666666667,-92.8833333333333,46,3862,25.4,NA,Luvisols,0,10,10,109,61,108,61,CI,12.6820185614849,Riparian primary forest,forest,forest,5,5,Table 1,NA,g 100 g-1,Done,"1,75","0,87","0,87",17.91,8.9,"1,27","0,26","0,26",12.88,2.64,NA,NA,YES,"-0,3298155426","0,05781262085",YES,"-0,1705796949","0,3912287797",NA,NA,258,114,1801,Tropical Wet,5,10,TRUE,"(0,5]",-92.8833333333333,17.5666666666667,FALSE,Others,Shaded perennial,1,A:<0/+1,Control-Impact Designs,Forest,"[0,15)",FALSE,FALSE,-0.32968349539641284,0.0577901576856016
459,31,459,2002,"McDonald, MA; Healey, JR; Stevens, PA",English,Article,10.1016/S0167-8809(01)00286-9,http://dx.doi.org/10.1016/S0167-8809(01)00286-9,"Here we compare a SAF system to an agricultural system. Here the measure was taken under the hedgerow. The SOC measure is OM in g kg-1. So we divide the data by 1,74",LMP,Cropland,Full sun,NA,"Allium ascalonicum,Thymus vulgaris,Daucus carota,Solanum tuberosum,Beta vulgaris,Brassica oleracea,Capsicum annuum,Cucumis sativus",8,0,8,0,Cropland,Hedgerow,Others,NA,"Allium ascalonicum,Thymus vulgaris,Daucus carota,Solanum tuberosum,Beta vulgaris,Brassica oleracea,Capsicum annuum,Cucumis sativus,Calliandra calothyrsus",9,1,8,1,NA,NA,NA,NA,Jamaica,18°N,76°W,18,-76,1300,2180,16.1,NA,Cambisols,0,10,10,119,0,120,0,BACI,9,Secondary Forest,forest,forest,4,4,Fig 2,OM -SD to estimate,g C kg-1,Done,"76,16",NA,NA,90.63,10.134652330195285,"65,35",NA,NA,78.42,9.972644957194099,NA,#VALUE!,YES,"-0,1447651361",0,NO,NA,NA,NA,NA,NA,NA,1713,Warm Temperate Moist,5,10,TRUE,"(0,5]",-76,18,TRUE,Others,Alley/Hedgerow,1,A:<0/+1,Before-After Designs,Forest,"[0,15)",TRUE,TRUE,-0.1447062872025047,0.007169209186053585
460,31,460,2002,"McDonald, MA; Healey, JR; Stevens, PA",English,Article,10.1016/S0167-8809(01)00286-9,http://dx.doi.org/10.1016/S0167-8809(01)00286-9,"Here we compare a SAF system to an agricultural system. Here the measure was taken under the hedgerow. The SOC measure is OM in g kg-1. So we divide the data by 1,72",LMP,Cropland,Full sun,NA,"Allium ascalonicum,Thymus vulgaris,Daucus carota,Solanum tuberosum,Beta vulgaris,Brassica oleracea,Capsicum annuum,Cucumis sativus",8,0,8,0,Cropland,Hedgerow,Others,NA,"Allium ascalonicum,Thymus vulgaris,Daucus carota,Solanum tuberosum,Beta vulgaris,Brassica oleracea,Capsicum annuum,Cucumis sativus,Calliandra calothyrsus",9,1,8,1,NA,NA,NA,NA,Jamaica,18°N,76°W,18,-76,1300,2180,16.1,NA,Cambisols,0,10,10,119,0,118,0,BACI,5,Secondary Forest,forest,forest,4,4,Fig 2,OM -SD to estimate,g C kg-1,Done,"76,16",NA,NA,90.63,10.134652330195285,"70,59",NA,NA,83.3,10.593232911684117,NA,"-1,466790698",YES,"-0,08438058214",0,NO,NA,NA,NA,-1.466790698,NA,NA,1713,Warm Temperate Moist,5,10,TRUE,"(0,5]",-76,18,FALSE,Others,Alley/Hedgerow,1,A:<0/+1,Before-After Designs,Forest,"[0,15)",TRUE,TRUE,-0.08433673489389329,0.007169209186053585
461,33,461,2002,"Henriksen, I; Michelsen, A; Schlonvoigt, A",English,Article,10.1023/A:1015803618199,http://dx.doi.org/10.1023/A:1015803618199,"Here, the treatment and the control differ in their tillage treatment. The measures were taken in 1997 but only in 1994 the experimental SAF plots were split into two types of tillage management. The measures of carbon are a percentage of SOM in the soil. We did the conversion to carbon percentage by /1,72. They measured the SOM before sawing beans, two times during the bean grow of bean, and one sample was realized after the bean's harvest. Only the sample 2 (first sample made first sample made during the bean crop) is presented here. Here we present SAF with no tillage compared to the same SAF with tillage. No SD error here, it is SE, but too small to be quantified with Web plotdigitizer. The biomass is defined as the weight of the tree prunings applied to the soil, so no biomass data on the entire SAF tree has been made here.",LMP,Cropland,Full sun,NA,Phaseolus vulgaris,1,0,1,1,Cropland,Alley cropping,Beans,no till,"Phaseolus vulgaris,Erythrina poeppigiana",2,1,1,2,NA,NO,NA,NA,Costa Rica,9°53'N,83°43'W,9.88333333333333,-83.716667,602,2640,22,NA,Andosols,0,10,10,107,27,107,27,RCBD,7,cropland at least the 4 previous years,cropland,cropland,3,3,Fig 3,OM - sd to be estimated,%,Done,"10,19",NA,NA,106.07,19.49935289608239,"10,47",NA,NA,109.04,15.1390647664453,NA,NA,YES,"0,02761516703",0,YES,"0,4242732558",0,NA,NA,NA,NA,1713,Tropical Wet,5,10,TRUE,"(0,5]",-83.716667,9.88333333333333,FALSE,Beans/Maize,Alley/Hedgerow,1,A:<0/+1,Randomized Designs,Cropland,"[0,15)",TRUE,TRUE,0.027615533870898427,0.01769054662961864
462,33,462,2002,"Henriksen, I; Michelsen, A; Schlonvoigt, A",English,Article,10.1023/A:1015803618199,http://dx.doi.org/10.1023/A:1015803618199,"Here, the treatment and the control differ in their tillage treatment. The measures were taken in 1997 but only in 1994 the experimental SAF plots were split into two types of tillage management. The measures of carbon are a percentage of SOM in the soil. We did the conversion to carbon percentage by /1,72. They measured the SOM before sawing beans, two times during the bean grow of bean, and one sample was realized after the bean's harvest. Only the sample 2 (first sample made first sample made during the bean crop) is presented here. Here we present SAF with no tillage compared to the same SAF with tillage. No SD error here, it is SE, but too small to be quantified with Web plotdigitizer. The biomass is defined as the weight of the tree prunings applied to the soil, so no biomass data on the entire SAF tree has been made here.",LMP,Cropland,Full sun,NA,Phaseolus vulgaris,1,0,1,1,Cropland,Alley cropping,Beans,no till,"Phaseolus vulgaris,Calliandra calothyrsus",2,1,1,2,NA,NO,NA,NA,Costa Rica,9°53'N,83°43'W,9.88333333333333,-83.716667,602,2640,22,NA,Andosols,0,10,10,107,27,107,27,RCBD,7,cropland at least the 4 previous years,cropland,cropland,3,3,Fig 3,OM - sd to be estimated,%,Done,"10,19",NA,NA,106.07,19.49935289608239,"10,39",NA,NA,108.19,15.021051147117726,NA,NA,YES,"0,0198026273",0,YES,"0,3030523256",NA,NA,NA,NA,NA,1713,Tropical Wet,5,10,TRUE,"(0,5]",-83.716667,9.88333333333333,FALSE,Beans/Maize,Alley/Hedgerow,1,A:<0/+1,Randomized Designs,Cropland,"[0,15)",TRUE,TRUE,0.01978968718210326,0.017690546629618636
463,33,463,2002,"Henriksen, I; Michelsen, A; Schlonvoigt, A",English,Article,10.1023/A:1015803618199,http://dx.doi.org/10.1023/A:1015803618199,"Here, the treatment and the control differ in their tillage treatment. The measures were taken in 1997 but only in 1994 the experimental SAF plots were split into two types of tillage management. The measures of carbon are a percentage of SOM in the soil. We did the conversion to carbon percentage by /1,72. They measured the SOM before sawing beans, two times during the bean grow of bean, and one sample was realized after the bean's harvest. Only the sample 2 (first sample made first sample made during the bean crop) is presented here. Here we present SAF with no tillage compared to the same SAF with tillage. No SD error here, it is SE, but too small to be quantified with Web plotdigitizer. The biomass is defined as the weight of the tree prunings applied to the soil, so no biomass data on the entire SAF tree has been made here.",LMP,Cropland,Full sun,NA,Phaseolus vulgaris,1,0,1,1,Cropland,Alley cropping,Beans,no till,"Phaseolus vulgaris,Erythrina poeppigiana",2,1,1,2,NA,NO,NA,NA,Costa Rica,9°53'N,83°43'W,9.88333333333333,-83.716667,602,2640,22,NA,Andosols,0,10,10,107,27,107,27,RCBD,7,cropland at least the 4 previous years,cropland,cropland,3,3,Fig 3,OM - sd to be estimated,%,Done,"10,19",NA,NA,106.07,19.49935289608239,"10,39",NA,NA,108.19,15.021051147117726,NA,NA,YES,"0,0198026273",0,YES,"0,3030523256",NA,NA,NA,NA,NA,1713,Tropical Wet,5,10,TRUE,"(0,5]",-83.716667,9.88333333333333,FALSE,Beans/Maize,Alley/Hedgerow,1,A:<0/+1,Randomized Designs,Cropland,"[0,15)",TRUE,TRUE,0.01978968718210326,0.017690546629618636
464,33,464,2002,"Henriksen, I; Michelsen, A; Schlonvoigt, A",English,Article,10.1023/A:1015803618199,http://dx.doi.org/10.1023/A:1015803618199,"Here, the treatment is the SAF and the control is the Sole crop system. They measured the SOM before sawing beans, two times during the bean grow of bean, and one sample was realized after the bean's harvest. Only the sample 2 (first sample made during the bean crop) is presented here. No SD error here, it is SE,but too small to be quantified with Web plotdigitizer. The biomass is defined as the weight of the tree prunings applied to the soil, so no biomass data on the entire SAF tree has been made here. We did the conversion to carbon percentage by /1,72 for the SOC data",LMP,Cropland,Full sun,NA,Phaseolus vulgaris,1,0,1,1,Cropland,Alley cropping,Beans,till,"Phaseolus vulgaris,Erythrina poeppigiana",2,1,1,2,NA,NO,NA,NA,Costa Rica,9°53'N,83°43'W,9.88333333333333,-83.716667,602,2640,22,NA,Andosols,0,10,10,107,27,107,27,RCBD,7,cropland at least the 4 previous years,cropland,cropland,3,3,Fig 3,OM - sd to be estimated,%,Done,"10,02",NA,NA,104.37,19.18683380563891,"10,02",NA,NA,104.37,14.490684057904401,NA,NA,YES,0,0,YES,0,NA,NA,NA,NA,NA,1713,Tropical Wet,5,10,TRUE,"(0,5]",-83.716667,9.88333333333333,FALSE,Beans/Maize,Alley/Hedgerow,1,A:<0/+1,Randomized Designs,Cropland,"[0,15)",TRUE,TRUE,0,0.01769054662961864
465,33,465,2002,"Henriksen, I; Michelsen, A; Schlonvoigt, A",English,Article,10.1023/A:1015803618199,http://dx.doi.org/10.1023/A:1015803618199,"Here, the treatment is the SAF and the control is the Sole crop system. They measured the SOM before sawing beans, two times during the bean grow of bean, and one sample was realized after the bean's harvest. Only the sample 2 (first sample made during the bean crop) is presented here. No SD error here, it is SE,but too small to be quantified with Web plotdigitizer. The biomass is defined as the weight of the tree prunings applied to the soil, so no biomass data on the entire SAF tree has been made here. We did the conversion to carbon percentage by /1,72 for the SOC data",LMP,Cropland,Full sun,NA,Phaseolus vulgaris,1,0,1,1,Cropland,Alley cropping,Beans,till,"Phaseolus vulgaris,Calliandra calothyrsus",2,1,1,2,NA,NO,NA,NA,Costa Rica,9°53'N,83°43'W,9.88333333333333,-83.716667,602,2640,22,NA,Andosols,0,10,10,107,27,107,27,RCBD,7,cropland at least the 4 previous years,cropland,cropland,3,3,Fig 3,OM - sd to be estimated,%,Done,"10,02",NA,NA,104.37,19.18683380563891,"10,07",NA,NA,104.8,14.550385065328937,NA,NA,YES,"0,004056800696",0,YES,"0,06061046512",NA,NA,NA,NA,NA,1713,Tropical Wet,5,10,TRUE,"(0,5]",-83.716667,9.88333333333333,FALSE,Beans/Maize,Alley/Hedgerow,1,A:<0/+1,Randomized Designs,Cropland,"[0,15)",TRUE,TRUE,0.004111494054981276,0.01769054662961864
466,33,466,2002,"Henriksen, I; Michelsen, A; Schlonvoigt, A",English,Article,10.1023/A:1015803618199,http://dx.doi.org/10.1023/A:1015803618199,"Here, the treatment is the SAF and the control is the Sole crop system. They measured the SOM before sawing beans, two times during the bean grow of bean, and one sample was realized after the bean's harvest. Only the sample 2 (first sample made during the bean crop) is presented here. No SD error here, it is SE,but too small to be quantified with Web plotdigitizer. The biomass is defined as the weight of the tree prunings applied to the soil, so no biomass data on the entire SAF tree has been made here. We did the conversion to carbon percentage by /1,72 for the SOC data",LMP,Cropland,Full sun,NA,Phaseolus vulgaris,1,0,1,1,Cropland,Alley cropping,Beans,till,"Phaseolus vulgaris,Gliricidia sepium",2,1,1,2,NA,NO,NA,NA,Costa Rica,9°53'N,83°43'W,9.88333333333333,-83.716667,602,2640,22,NA,Andosols,0,10,10,107,27,107,27,RCBD,7,cropland at least the 4 previous years,cropland,cropland,3,3,Fig 3,OM - sd to be estimated,%,Done,"10,02",NA,NA,104.37,19.18683380563891,"10,19",NA,NA,106.07,14.726711296559545,NA,NA,YES,"0,01612938193",0,YES,"0,2424418605",NA,NA,NA,NA,NA,1713,Tropical Wet,5,10,TRUE,"(0,5]",-83.716667,9.88333333333333,FALSE,Beans/Maize,Alley/Hedgerow,1,A:<0/+1,Randomized Designs,Cropland,"[0,15)",TRUE,TRUE,0.016156975685418462,0.01769054662961864
588,51,588,2022,"Valenzuela Que, Fabiola G.; Villanueva-Lopez, Gilberto; Alcudia-Aguilar, Alejandro; Medrano-Perez, Ojilve Ramon; Camara-Cabrales, Luisa; Martinez-Zurimendi, Pablo; Casanova-Lugo, Fernando; Raj Aryal, Deb",English,Article,10.1111/sum.12799,http://dx.doi.org/10.1111/sum.12799,The biomass data is the carbon in the biomass. This data is just for the carbon accumulated in the tree (not litter leaf for example),LMP,Grassland,Full sun,NA,Brachiaria decumbens,1,0,1,0,Grassland,SilvoPasture,Pasture,NA,"Brachiaria brizantha,Cordia alliodora,Cedrela odorata,Ceiba pentandra,Citrus sinensis,Persea americana,Mangifera indica,Bursera simaruba,Vatairea lundelliii,Garcinia intermedia,Diphysa robinioides",11,10,1,2,266,NA,NA,NA,Mexico,17°20'N,92°32'W,17.3333333333333,-92.5333333333333,50,2013.9,27.2,NA,Gleysols,0,10,10,154,83,115,83,CI,40,NA,unknown,unknown,9,18,Table 3,SE,t C ha-1,Done,"44,26","29,28","13,89",44.26,13.89,"85,42",#VALUE!,"35,21",85.42,35.21,NA,NA,YES,"0,6574989308","0,02038448383",NO,NA,NA,NA,NA,231,114,1625,Tropical Wet,5,10,TRUE,"(0,5]",-92.5333333333333,17.3333333333333,FALSE,Pasture,SilvoPasture,10,C+2+,Control-Impact Designs,Unknown/mixed,"[0,15)",FALSE,FALSE,0.6574989307904169,0.02038238315047819
589,51,589,2022,"Valenzuela Que, Fabiola G.; Villanueva-Lopez, Gilberto; Alcudia-Aguilar, Alejandro; Medrano-Perez, Ojilve Ramon; Camara-Cabrales, Luisa; Martinez-Zurimendi, Pablo; Casanova-Lugo, Fernando; Raj Aryal, Deb",English,Article,10.1111/sum.12799,http://dx.doi.org/10.1111/sum.12799,The biomass data is the carbon in the biomass. This data is just for the carbon accumulated in the tree (not litter leaf for example),LMP,Grassland,Full sun,NA,Brachiaria decumbens,1,0,1,0,Grassland,SilvoPasture,Pasture,NA,"Brachiaria brizantha,Cordia alliodora,Cedrela odorata,Ceiba pentandra,Citrus sinensis,Persea americana,Mangifera indica,Bursera simaruba,Vatairea lundelliii,Garcinia intermedia,Diphysa robinioides",11,10,1,2,266,NA,NA,NA,Mexico,17°42'N,92°55'W,17.7,-92.9166666666667,50,2013.9,27.2,NA,Cambisols,10,20,10,154,83,115,83,CI,40,NA,unknown,unknown,9,18,Table 3,SE,t C ha-1,Done,"40,00","21,69","10,29",40,10.29,"82,03",#VALUE!,"14,09",82.03,14.09,NA,NA,YES,"0,7182055799","0,008991126042",NO,NA,NA,NA,NA,264,113,1809,Tropical Wet,15,10,FALSE,"(10,15]",-92.9166666666667,17.7,FALSE,Pasture,SilvoPasture,10,C+2+,Control-Impact Designs,Unknown/mixed,"[15,30)",FALSE,FALSE,0.7182055799007222,0.00899215724532371
590,51,590,2022,"Valenzuela Que, Fabiola G.; Villanueva-Lopez, Gilberto; Alcudia-Aguilar, Alejandro; Medrano-Perez, Ojilve Ramon; Camara-Cabrales, Luisa; Martinez-Zurimendi, Pablo; Casanova-Lugo, Fernando; Raj Aryal, Deb",English,Article,10.1111/sum.12799,http://dx.doi.org/10.1111/sum.12799,The biomass data is the carbon in the biomass. This data is just for the carbon accumulated in the tree (not litter leaf for example),LMP,Grassland,Full sun,NA,Brachiaria decumbens,1,0,1,0,Grassland,SilvoPasture,Pasture,NA,"Brachiaria brizantha,Cordia alliodora,Cedrela odorata,Ceiba pentandra,Citrus sinensis,Persea americana,Mangifera indica,Bursera simaruba,Vatairea lundelliii,Garcinia intermedia,Diphysa robinioides",11,10,1,2,266,NA,NA,NA,Mexico,17°42'N,92°55'W,17.7,-92.9166666666667,50,2013.9,27.2,NA,Cambisols,20,30,10,154,83,115,83,CI,40,NA,unknown,unknown,9,18,Table 3,SE,t C ha-1,Done,"34,91","23,97","11,37",34.91,11.37,"90,00",#VALUE!,"18,88",90,18.88,NA,NA,YES,"0,9470363492","0,0142310865",NO,NA,NA,NA,NA,264,113,1809,Tropical Wet,25,10,FALSE,"(15,25]",-92.9166666666667,17.7,FALSE,Pasture,SilvoPasture,10,C+2+,Control-Impact Designs,Unknown/mixed,"[15,30)",FALSE,FALSE,0.9470363492133205,0.014231150971525717
