ID,id_article,id_experiment,publication_year,Authors,language,document_type,doi,Book_DOI,Commentaires,experiment_type,control_Land_Use,control_type,control_Comment,control_species,control_NB_species,control_N_Woody,control_N_herb,control_N2_fixing,treatment_Land_Use,NEW_treatment_type,main_culture,Notes,treatment_species,treatment_NB_species,treatment_N_Woody,treatment_N_herb,treatment_N2_fixing,density,Organic_management,info,Confunding_factors,country,latitude,longitude,Y_(WGS84),X_(WGS84),altitude,precipitation,temperature,climate,soil_type,soil_depth_start,soil_depth_end,Thickness,Bulk_density_C,Coarse_fragment_C,Bulk_density_T,Coarse_fragment_T,Design,time_since_conversion,history,history_C,history_T,control_replicate_nb,treatment_replicate_nb,Table/Fig,Transformation,soc_unit_control,...60,control_soc_mean,control_soc_sd,control_soc_sd_F,control_soc_mean_T_ha,control_soc_sd_T_ha,treatment_soc_mean,treatment_soc_sd,treatment_soc_sd_F,treatment_soc_mean_T_ha,treatment_soc_sd_T_ha,delta_stock_C.yr,delta_stock_T.yr,Keep_ratio,Ratio,Ratio_vi,Keep_rate,Crate,Crate_vi,...79,delta_stock_T,Temperature_Wordclim,Precipitation_Wordclim,ETP_Wordclim,FAO_Climate,MEAN_depth,depth_diff,Depthfrom_zero,MEAN_depthD,lon,lat,time_since_conversion_imputed,main_culture2,NEW_treatment_type2,diff_species,diff_species_class,Grouped_Design,History_reclass,depth_group,treatment_soc_sd_T_ha_imputed,control_soc_sd_T_ha_imputed,yi,vi
1,5,1,2019,"Aryal, Deb R.; Gomez-Gonzalez, Rogelio R.; Hernandez-Nuriasmu, Rodrigo; Morales-Ruiz, Danilo E.",English,Article,10.1007/s10457-018-0310-y,http://dx.doi.org/10.1007/s10457-018-0310-y,"We have the Pastureland age but not the SAF age. We don't have the SD but the SE for the SOC. AGB doesn't take in count the litter biomass, just the grass and trees biomass. The biomass DATA is already converted in carbon. No need to make any calcul here.",LMP,Grassland,Full sun,NA,"Cynodon dactylon,Cynodon plectostachyus,Hiparrhenia rufa",3,0,3,0,grassland,SilvoPasture,Pasture,NA,"Cynodon dactylon,Cynodon plectostachyus,Hiparrhenia rufa,Acacia farnesiana,Alvaradoa amorphoides,Astronium graveolens,Bumelia Celastrina,Bursera copallifera,Bursera excelsa,Byrsonima crassifolia,Ceiba aesculifolia,Clethra mexicana,Cochlospermum vitifolium,Comacladia guatemalensis,Haematoxilum brasiletto,Leucaena leucocephala,Lysiloma acapulcense,Payena lucida,Pimenta dioica,Pithecellobium dulce,Swietenia macrophylla,Thevetia thevetioides,Tabebuia dominguensis",23,20,3,4,282,NO,NA,NA,Mexico,16°37'N,93°06'W,16.6166666666667,-93.1,494.5,1150,23,NA,Leptosols,0,15,15,110,40,130,39,CI,12.4,Maize cutivation for 10–15 years,cropland,cropland,10,10,Table 2,SE,t C ha-1,Done,"61,52","6,94 SE","21,95",61.52,21.95,"89,72","5,54 SE","17,52",89.72,17.52,NA,NA,YES,"0,3773313845","0,01653860842",YES,"2,274193548",NA,NA,NA,237,140,1861,Tropical Moist,7.5,15,TRUE,"(5,10]",-93.1,16.6166666666667,FALSE,Pasture,SilvoPasture,20,C+2+,Control-Impact Designs,Cropland,"[0,15)",FALSE,FALSE,0.3773313844546189,0.016543435046220772
2,5,2,2019,"Aryal, Deb R.; Gomez-Gonzalez, Rogelio R.; Hernandez-Nuriasmu, Rodrigo; Morales-Ruiz, Danilo E.",English,Article,10.1007/s10457-018-0310-y,http://dx.doi.org/10.1007/s10457-018-0310-y,"We have the Pastureland age but not the SAF age. We don't have the SD but the SE for the SOC. AGB doesn't take in count the litter biomass, just the grass and trees biomass. The biomass DATA is already converted in carbon. No need to make any calcul here.",LMP,Grassland,Full sun,NA,"Cynodon plectostachyus,Brachiaria dictyoneura,Hiparrhenia rufa",3,0,3,0,grassland,SilvoPasture,Pasture,NA,"Cynodon plectostachyus,Brachiaria dictyoneura,Hiparrhenia rufa,Acacia farnesiana,Bucida buceras,Bursera graveolens,Byrsonima crassifolia,Cordia alliodora,Cordia dentata,Gliricidia sepium,Guazuma ulmifolia,Heliocarpus donell,Inga edulis,Leucaena leucocephala,Licania arborea,Pithecellobium dulce,Swietenia macrophylla",17,14,3,4,118,NO,NA,NA,Mexico,16°37'N,93°06'W,16.6166666666667,-93.1,591,1750,21,NA,Leptosols,0,15,15,110,40,80,110,CI,36.9,Maize for 10–15 years and 1–3 years of cotton cultivation,cropland,cropland,10,10,Table 2,SE,t C ha-1,Done,"50,95","5,91 SE","18,69",50.95,18.69,"48,46","3,90 SE","12,33",48.46,12.33,NA,NA,YES,"-0,05010604428","0,01993191777",YES,"-0,0674796748",NA,NA,NA,237,140,1861,Tropical Moist,7.5,15,TRUE,"(5,10]",-93.1,16.6166666666667,FALSE,Pasture,SilvoPasture,14,C+2+,Control-Impact Designs,Cropland,"[0,15)",FALSE,FALSE,-0.05010604428035424,0.01993024227392065
3,7,3,2020,"Chatterjee, Nilovna; Nair, P. K. Ramachandran; Nair, Vimala D.; Bhattacharjee, Abhishek; Virginio Filho, Elias de Melo; Muschler, Rheinhold G.; Noponen, Martin R. A.",English,Article,10.3390/f11010049,http://dx.doi.org/10.3390/f11010049,The error is the random normal error.,LMP,Cropland,Full sun,NA,Coffea arabica,1,1,0,0,Cropland,Shaded perennial,Coffee,NA,"Coffea arabica,Erythrina poeppigiana",2,2,0,1,417,NA,NA,NA,Costa Rica,9°53'44''N,83°40'7''W,9.89555555555556,-83.6686111111111,685,2600,22,NA,Cambisols,0,100,100,9475,43,73,43,BACI,16,Sugar cane,cropland,cropland,3,3,Figure 3,NA,t C ha-1,Done,"92,35","4,50","4,50",92.35,4.5,"101,59","6,00","6,00",101.59,6,NA,NA,YES,"0,09531017995","0,001953205707",NO,NA,NA,NA,NA,187,94,1592,Tropical Wet,50,100,TRUE,"(25,50]",-83.6686111111111,9.89555555555556,FALSE,Cocoa/Coffee,Shaded perennial,1,A:<0/+1,Before-After Designs,Cropland,"[45,55)",FALSE,FALSE,0.09535939845820468,0.001954193024897977
4,7,4,2020,"Chatterjee, Nilovna; Nair, P. K. Ramachandran; Nair, Vimala D.; Bhattacharjee, Abhishek; Virginio Filho, Elias de Melo; Muschler, Rheinhold G.; Noponen, Martin R. A.",English,Article,10.3390/f11010049,http://dx.doi.org/10.3390/f11010049,The error is the random normal error.,LMP,Cropland,Full sun,NA,Coffea arabica,1,1,0,0,Cropland,Shaded perennial,Coffee,NA,"Coffea arabica,Terminalia amazonia",2,2,0,0,417,NA,NA,NA,Costa Rica,9°53'44''N,83°40'7''W,9.89555555555556,-83.6686111111111,685,2600,22,NA,Cambisols,0,100,100,9475,43,62,43,BACI,16,Sugar cane,cropland,cropland,3,3,Figure 3,NA,t C ha-1,Done,"92,35","4,50","4,50",92.35,4.5,"109,09","11,50","11,50",109.09,11.5,NA,NA,YES,"0,1665731999","0,004493319593",NO,NA,NA,NA,NA,187,94,1592,Tropical Wet,50,100,TRUE,"(25,50]",-83.6686111111111,9.89555555555556,FALSE,Cocoa/Coffee,Shaded perennial,1,A:<0/+1,Before-After Designs,Cropland,"[45,55)",FALSE,FALSE,0.1665875229644165,0.004495748101947623
5,7,5,2020,"Chatterjee, Nilovna; Nair, P. K. Ramachandran; Nair, Vimala D.; Bhattacharjee, Abhishek; Virginio Filho, Elias de Melo; Muschler, Rheinhold G.; Noponen, Martin R. A.",English,Article,10.3390/f11010049,http://dx.doi.org/10.3390/f11010049,The error is the random normal error.,LMP,Cropland,Full sun,NA,Coffea arabica,1,1,0,0,Cropland,Shaded perennial,Coffee,NA,"Coffea arabica,Erythrina poeppigiana",2,2,0,1,417,NA,NA,Organic_T vs. Conv_C,Costa Rica,9°53'44''N,83°40'7''W,9.89555555555556,-83.6686111111111,685,2600,22,NA,Cambisols,0,100,100,9475,43,99,43,BACI,16,Sugar cane,cropland,cropland,3,3,Figure 3,NA,t C ha-1,Done,"92,35","4,50","4,50",92.35,4.5,"113,71","7,00","7,00",113.71,7,NA,NA,YES,"0,2080299135","0,002053609353",NO,NA,NA,NA,NA,187,94,1592,Tropical Wet,50,100,TRUE,"(25,50]",-83.6686111111111,9.89555555555556,FALSE,Cocoa/Coffee,Shaded perennial,1,A:<0/+1,Before-After Designs,Cropland,"[45,55)",FALSE,FALSE,0.20806564099138244,0.0020546775024519607
6,7,6,2020,"Chatterjee, Nilovna; Nair, P. K. Ramachandran; Nair, Vimala D.; Bhattacharjee, Abhishek; Virginio Filho, Elias de Melo; Muschler, Rheinhold G.; Noponen, Martin R. A.",English,Article,10.3390/f11010049,http://dx.doi.org/10.3390/f11010049,The error is the random normal error.,LMP,Cropland,Full sun,NA,Coffea arabica,1,1,0,0,Cropland,Shaded perennial,Coffee,NA,"Coffea arabica,Terminalia amazonia",2,2,0,0,417,NA,NA,Organic_T vs. Conv_C,Costa Rica,9°53'44''N,83°40'7''W,9.89555555555556,-83.6686111111111,685,2600,22,NA,Cambisols,0,100,100,9475,43,103,43,BACI,16,Sugar cane,cropland,cropland,3,3,Figure 3,NA,t C ha-1,Done,"92,35","4,50","4,50",92.35,4.5,"125,25","34,49","34,49",125.25,34.49,NA,NA,YES,"0,3047235387","0,02606761948",NO,NA,NA,NA,NA,187,94,1592,Tropical Wet,50,100,TRUE,"(25,50]",-83.6686111111111,9.89555555555556,FALSE,Cocoa/Coffee,Shaded perennial,1,A:<0/+1,Before-After Designs,Cropland,"[45,55)",FALSE,FALSE,0.30472603331972525,0.02606753854920114
35,7,35,2020,"Chatterjee, Nilovna; Nair, P. K. Ramachandran; Nair, Vimala D.; Bhattacharjee, Abhishek; Virginio Filho, Elias de Melo; Muschler, Rheinhold G.; Noponen, Martin R. A.",English,Article,10.3390/f11010049,http://dx.doi.org/10.3390/f11010049,The error is the random normal error.,LMP,Cropland,Full sun,NA,Coffea arabica,1,1,0,0,Cropland,Shaded perennial,Coffee,NA,"Coffea arabica,Erythrina poeppigiana",2,2,0,1,417,NA,NA,NA,Costa Rica,9°53'44''N,83°40'7''W,9.89555555555556,-83.6686111111111,685,2600,22,NA,Cambisols,0,10,10,81,43,73,43,BACI,16,Sugar cane,cropland,cropland,3,3,Table 8,estSD,t C ha-1,Done,"27,70",NA,NA,27.7,3.097538006691045,"25,30",NA,NA,25.3,3.217392468974888,0.596875,"0,34375",YES,"-0,09062801746",0,NO,NA,NA,NA,0.34375,187,94,1592,Tropical Wet,5,10,TRUE,"(0,5]",-83.6686111111111,9.89555555555556,FALSE,Cocoa/Coffee,Shaded perennial,1,A:<0/+1,Before-After Designs,Cropland,"[0,15)",TRUE,TRUE,-0.09062801745981816,0.009558945581404781
36,7,36,2020,"Chatterjee, Nilovna; Nair, P. K. Ramachandran; Nair, Vimala D.; Bhattacharjee, Abhishek; Virginio Filho, Elias de Melo; Muschler, Rheinhold G.; Noponen, Martin R. A.",English,Article,10.3390/f11010049,http://dx.doi.org/10.3390/f11010049,The error is the random normal error.,LMP,Cropland,Full sun,NA,Coffea arabica,1,1,0,0,Cropland,Shaded perennial,Coffee,NA,"Coffea arabica,Erythrina poeppigiana",2,2,0,1,417,NA,NA,NA,Costa Rica,9°53'44''N,83°40'7''W,9.89555555555556,-83.6686111111111,685,2600,22,NA,Cambisols,1,10,9,95,43,62,43,BACI,16,Sugar cane,cropland,cropland,3,3,Table 8,estSD,t C ha-1,Done,"25,10",NA,NA,25.1,2.8067943670738353,"28,50",NA,NA,28.5,3.624335389951949,0.0546875,"0,3515625",YES,"0,1270362411",0,NO,NA,NA,NA,0.3515625,187,94,1592,Tropical Wet,5.5,9,FALSE,"(5,10]",-83.6686111111111,9.89555555555556,FALSE,Cocoa/Coffee,Shaded perennial,1,A:<0/+1,Before-After Designs,Cropland,"[0,15)",TRUE,TRUE,0.12703624113686654,0.00955894558140478
37,7,37,2020,"Chatterjee, Nilovna; Nair, P. K. Ramachandran; Nair, Vimala D.; Bhattacharjee, Abhishek; Virginio Filho, Elias de Melo; Muschler, Rheinhold G.; Noponen, Martin R. A.",English,Article,10.3390/f11010049,http://dx.doi.org/10.3390/f11010049,The error is the random normal error.,LMP,Cropland,Full sun,NA,Coffea arabica,1,1,0,0,Cropland,Shaded perennial,Coffee,NA,"Coffea arabica,Erythrina poeppigiana",2,2,0,1,417,NA,NA,NA,Costa Rica,9°53'44''N,83°40'7''W,9.89555555555556,-83.6686111111111,685,2600,22,NA,Cambisols,0,40,40,88,43,675,43,BACI,16,Sugar cane,cropland,cropland,3,3,Table 8,NA,t C ha-1,Done,"52,80","45 543,00","45 543,00",52.8,5.90433237376488,"53,90","8,90","8,90",53.9,8.9,0.6515625,"0,65",YES,"0,0206192872","248001,4306",NO,NA,NA,NA,0.65,187,94,1592,Tropical Wet,20,40,TRUE,"(15,25]",-83.6686111111111,9.89555555555556,FALSE,Cocoa/Coffee,Shaded perennial,1,A:<0/+1,Before-After Designs,Cropland,"[15,30)",FALSE,TRUE,0.02061928720273561,0.013256508022466173
38,7,38,2020,"Chatterjee, Nilovna; Nair, P. K. Ramachandran; Nair, Vimala D.; Bhattacharjee, Abhishek; Virginio Filho, Elias de Melo; Muschler, Rheinhold G.; Noponen, Martin R. A.",English,Article,10.3390/f11010049,http://dx.doi.org/10.3390/f11010049,The error is the random normal error.,LMP,Cropland,Full sun,NA,Coffea arabica,1,1,0,0,Cropland,Shaded perennial,Coffee,NA,"Coffea arabica,Terminalia amazonia",2,2,0,0,417,NA,NA,NA,Costa Rica,9°53'44''N,83°40'7''W,9.89555555555556,-83.6686111111111,685,2600,22,NA,Cambisols,0,10,10,81,43,113,43,BACI,16,Sugar cane,cropland,cropland,3,3,Table 8,estSD,t C ha-1,Done,"27,70",NA,NA,27.7,3.097538006691045,"32,90",NA,NA,32.9,4.183881906295407,0.596875,"0,725",YES,"0,1720402446",0,NO,NA,NA,NA,0.725,187,94,1592,Tropical Wet,5,10,TRUE,"(0,5]",-83.6686111111111,9.89555555555556,FALSE,Cocoa/Coffee,Shaded perennial,1,A:<0/+1,Before-After Designs,Cropland,"[0,15)",TRUE,TRUE,0.1720402445780334,0.009558945581404781
39,7,39,2020,"Chatterjee, Nilovna; Nair, P. K. Ramachandran; Nair, Vimala D.; Bhattacharjee, Abhishek; Virginio Filho, Elias de Melo; Muschler, Rheinhold G.; Noponen, Martin R. A.",English,Article,10.3390/f11010049,http://dx.doi.org/10.3390/f11010049,The error is the random normal error.,LMP,Cropland,Full sun,NA,Coffea arabica,1,1,0,0,Cropland,Shaded perennial,Coffee,NA,"Coffea arabica,Terminalia amazonia",2,2,0,0,417,NA,NA,NA,Costa Rica,9°53'44''N,83°40'7''W,9.89555555555556,-83.6686111111111,685,2600,22,NA,Cambisols,1,10,9,95,43,90,43,BACI,16,Sugar cane,cropland,cropland,3,3,Table 8,estSD,t C ha-1,Done,"25,10",NA,NA,25.1,2.8067943670738353,"41,00",NA,NA,41,5.213956175018593,0.0546875,"0,715625",YES,"0,4907042206",0,NO,NA,NA,NA,0.715625,187,94,1592,Tropical Wet,5.5,9,FALSE,"(5,10]",-83.6686111111111,9.89555555555556,FALSE,Cocoa/Coffee,Shaded perennial,1,A:<0/+1,Before-After Designs,Cropland,"[0,15)",TRUE,TRUE,0.49070422056656954,0.00955894558140478
40,7,40,2020,"Chatterjee, Nilovna; Nair, P. K. Ramachandran; Nair, Vimala D.; Bhattacharjee, Abhishek; Virginio Filho, Elias de Melo; Muschler, Rheinhold G.; Noponen, Martin R. A.",English,Article,10.3390/f11010049,http://dx.doi.org/10.3390/f11010049,The error is the random normal error.,LMP,Cropland,Full sun,NA,Coffea arabica,1,1,0,0,Cropland,Shaded perennial,Coffee,NA,"Coffea arabica,Terminalia amazonia",2,2,0,0,417,NA,NA,NA,Costa Rica,9°53'44''N,83°40'7''W,9.89555555555556,-83.6686111111111,685,2600,22,NA,Cambisols,0,40,40,88,43,1015,43,BACI,16,Sugar cane,cropland,cropland,3,3,Table 8,NA,t C ha-1,Done,"52,80","45 543,00","45 543,00",52.8,5.90433237376488,"73,90","8,60","8,60",73.9,8.6,0.6515625,"1,440625",YES,"0,3362016372","248001,426",NO,NA,NA,NA,1.440625,187,94,1592,Tropical Wet,20,40,TRUE,"(15,25]",-83.6686111111111,9.89555555555556,FALSE,Cocoa/Coffee,Shaded perennial,1,A:<0/+1,Before-After Designs,Cropland,"[15,30)",FALSE,TRUE,0.33620163724194047,0.008682499970597186
41,7,41,2020,"Chatterjee, Nilovna; Nair, P. K. Ramachandran; Nair, Vimala D.; Bhattacharjee, Abhishek; Virginio Filho, Elias de Melo; Muschler, Rheinhold G.; Noponen, Martin R. A.",English,Article,10.3390/f11010049,http://dx.doi.org/10.3390/f11010049,The error is the random normal error.,LMP,Cropland,Full sun,NA,Coffea arabica,1,1,0,0,Cropland,Shaded perennial,Coffee,NA,"Coffea arabica,Erythrina poeppigiana",2,2,0,1,417,NA,NA,Organic_T vs. Conv_C,Costa Rica,9°53'44''N,83°40'7''W,9.89555555555556,-83.6686111111111,685,2600,22,NA,Cambisols,0,10,10,81,43,86,43,BACI,16,Sugar cane,cropland,cropland,3,3,Table 8,estSD,t C ha-1,Done,"27,70",NA,NA,27.7,3.097538006691045,"29,50",NA,NA,29.5,3.7515050527572806,0.596875,"0,7046875",YES,"0,06295785015",0,NO,NA,NA,NA,0.7046875,187,94,1592,Tropical Wet,5,10,TRUE,"(0,5]",-83.6686111111111,9.89555555555556,FALSE,Cocoa/Coffee,Shaded perennial,1,A:<0/+1,Before-After Designs,Cropland,"[0,15)",TRUE,TRUE,0.06295785015248136,0.009558945581404781
42,7,42,2020,"Chatterjee, Nilovna; Nair, P. K. Ramachandran; Nair, Vimala D.; Bhattacharjee, Abhishek; Virginio Filho, Elias de Melo; Muschler, Rheinhold G.; Noponen, Martin R. A.",English,Article,10.3390/f11010049,http://dx.doi.org/10.3390/f11010049,The error is the random normal error.,LMP,Cropland,Full sun,NA,Coffea arabica,1,1,0,0,Cropland,Shaded perennial,Coffee,NA,"Coffea arabica,Erythrina poeppigiana",2,2,0,1,417,NA,NA,Organic_T vs. Conv_C,Costa Rica,9°53'44''N,83°40'7''W,9.89555555555556,-83.6686111111111,685,2600,22,NA,Cambisols,1,10,9,95,43,92,43,BACI,16,Sugar cane,cropland,cropland,3,3,Table 8,estSD,t C ha-1,Done,"25,10",NA,NA,25.1,2.8067943670738353,"33,10",NA,NA,33.1,4.209315838856474,0.0546875,"0,578125",YES,"0,2766654362",0,NO,NA,NA,NA,0.578125,187,94,1592,Tropical Wet,5.5,9,FALSE,"(5,10]",-83.6686111111111,9.89555555555556,FALSE,Cocoa/Coffee,Shaded perennial,1,A:<0/+1,Before-After Designs,Cropland,"[0,15)",TRUE,TRUE,0.27666543624527895,0.009558945581404781
43,7,43,2020,"Chatterjee, Nilovna; Nair, P. K. Ramachandran; Nair, Vimala D.; Bhattacharjee, Abhishek; Virginio Filho, Elias de Melo; Muschler, Rheinhold G.; Noponen, Martin R. A.",English,Article,10.3390/f11010049,http://dx.doi.org/10.3390/f11010049,The error is the random normal error.,LMP,Cropland,Full sun,NA,Coffea arabica,1,1,0,0,Cropland,Shaded perennial,Coffee,NA,"Coffea arabica,Erythrina poeppigiana",2,2,0,1,417,NA,NA,Organic_T vs. Conv_C,Costa Rica,9°53'44''N,83°40'7''W,9.89555555555556,-83.6686111111111,685,2600,22,NA,Cambisols,0,40,40,88,43,89,43,BACI,16,Sugar cane,cropland,cropland,3,3,Table 8,NA,t C ha-1,Done,"52,80","45 543,00","45 543,00",52.8,5.90433237376488,"62,60","8,11","8,11",62.6,8.11,0.6515625,"1,2875",YES,"0,1702540874","248001,4271",NO,NA,NA,NA,1.2875,187,94,1592,Tropical Wet,20,40,TRUE,"(15,25]",-83.6686111111111,9.89555555555556,FALSE,Cocoa/Coffee,Shaded perennial,1,A:<0/+1,Before-After Designs,Cropland,"[15,30)",FALSE,TRUE,0.17025408739383718,0.009762873246588493
44,7,44,2020,"Chatterjee, Nilovna; Nair, P. K. Ramachandran; Nair, Vimala D.; Bhattacharjee, Abhishek; Virginio Filho, Elias de Melo; Muschler, Rheinhold G.; Noponen, Martin R. A.",English,Article,10.3390/f11010049,http://dx.doi.org/10.3390/f11010049,The error is the random normal error.,LMP,Cropland,Full sun,NA,Coffea arabica,1,1,0,0,Cropland,Shaded perennial,Coffee,NA,"Coffea arabica,Terminalia amazonia",2,2,0,0,417,NA,NA,Organic_T vs. Conv_C,Costa Rica,9°53'44''N,83°40'7''W,9.89555555555556,-83.6686111111111,685,2600,22,NA,Cambisols,0,10,10,81,43,89,43,BACI,16,Sugar cane,cropland,cropland,3,3,Table 8,estSD,t C ha-1,Done,"27,70",NA,NA,27.7,3.097538006691045,"35,50",NA,NA,35.5,4.514523029589269,0.596875,"0,98125",YES,"0,2481002833",0,NO,NA,NA,NA,0.98125,187,94,1592,Tropical Wet,5,10,TRUE,"(0,5]",-83.6686111111111,9.89555555555556,FALSE,Cocoa/Coffee,Shaded perennial,1,A:<0/+1,Before-After Designs,Cropland,"[0,15)",TRUE,TRUE,0.2481002832880773,0.009558945581404781
45,7,45,2020,"Chatterjee, Nilovna; Nair, P. K. Ramachandran; Nair, Vimala D.; Bhattacharjee, Abhishek; Virginio Filho, Elias de Melo; Muschler, Rheinhold G.; Noponen, Martin R. A.",English,Article,10.3390/f11010049,http://dx.doi.org/10.3390/f11010049,The error is the random normal error.,LMP,Cropland,Full sun,NA,Coffea arabica,1,1,0,0,Cropland,Shaded perennial,Coffee,NA,"Coffea arabica,Terminalia amazonia",2,2,0,0,417,NA,NA,Organic_T vs. Conv_C,Costa Rica,9°53'44''N,83°40'7''W,9.89555555555556,-83.6686111111111,685,2600,22,NA,Cambisols,1,10,9,95,43,77,43,BACI,16,Sugar cane,cropland,cropland,3,3,Table 8,estSD,t C ha-1,Done,"25,10",NA,NA,25.1,2.8067943670738353,"39,00",NA,NA,39,4.95961684940793,0.0546875,"1,134375",YES,"0,4406938",0,NO,NA,NA,NA,1.134375,187,94,1592,Tropical Wet,5.5,9,FALSE,"(5,10]",-83.6686111111111,9.89555555555556,FALSE,Cocoa/Coffee,Shaded perennial,1,A:<0/+1,Before-After Designs,Cropland,"[0,15)",TRUE,TRUE,0.4406937999919082,0.009558945581404781
46,7,46,2020,"Chatterjee, Nilovna; Nair, P. K. Ramachandran; Nair, Vimala D.; Bhattacharjee, Abhishek; Virginio Filho, Elias de Melo; Muschler, Rheinhold G.; Noponen, Martin R. A.",English,Article,10.3390/f11010049,http://dx.doi.org/10.3390/f11010049,The error is the random normal error.,LMP,Cropland,Full sun,NA,Coffea arabica,1,1,0,0,Cropland,Shaded perennial,Coffee,NA,"Coffea arabica,Terminalia amazonia",2,2,0,0,417,NA,NA,Organic_T vs. Conv_C,Costa Rica,9°53'44''N,83°40'7''W,9.89555555555556,-83.6686111111111,685,2600,22,NA,Cambisols,0,40,40,88,43,83,43,BACI,16,Sugar cane,cropland,cropland,3,3,Table 8,NA,t C ha-1,Done,"52,80","45 543,00","45 543,00",52.8,5.90433237376488,"74,50","8,11","8,11",74.5,8.11,0.6515625,"2,115625",YES,"0,3442879347","248001,4255",NO,NA,NA,NA,2.115625,187,94,1592,Tropical Wet,20,40,TRUE,"(15,25]",-83.6686111111111,9.89555555555556,FALSE,Cocoa/Coffee,Shaded perennial,1,A:<0/+1,Before-After Designs,Cropland,"[15,30)",FALSE,TRUE,0.34428793467329816,0.008118336212649313
119,9,119,2021,"Morales Ruiz, Danilo E.; Aryal, Deb R.; Pinto Ruiz, Rene; Guevara Hernandez, Francisco; Casanova Lugo, Fernando; Villanueva Lopez, Gilberto",English,Article,10.1002/ldr.3761,http://dx.doi.org/10.1002/ldr.3761,"DISPERSED TREES.We don't have standard deviation, but we have standard error. The biomass data has been measured for the trees only, and the above ground biomass is in kg of dry weight, so I just made *0,5 to have it in carbon unit. SOC data is in carbon content.",LMP,Grassland,Full sun,NA,"Hyparrhenia rufa,Brachiaria dictyoneura,Cenchrus ciliaris",3,0,3,0,Grassland,SilvoPasture,Pasture,NA,"Hyparrhenia rufa,Brachiaria dictyoneura,Cenchrus ciliaris,Haematoxylum campechianum,Byrsonima crassifolia,Schizolobium parahyba,Bursera bipinnata,Cordia dodecandra,Sassafras albidum,Coccoloba uvifera,Anona squamosal,Leucaena leucocephala,Bauhinia ungulate,Tremelloscyphya gelatinosa,Gliricidia sepium,Guazuma ulmifolia",16,12,4,5,NA,NA,grazing_both,NA,Mexico,16°42'N,93°00'W,16.7,-93,550,1200,24,NA,Luvisols,0,10,10,78,0,52,0,CI,12.6820185614849,Tropical dry forest until 35 years ago and then maize cultivation until 10-15 years ago,cropland,cropland,10,10,Table 4,SE,%,Done,"1,60","0,2 SE","0,63",12.48,4.93,"3,60","0,2 SE","0,63",18.72,3.29,NA,NA,YES,"0,4054651081","0,01871141975",YES,"0,3565714286",NA,NA,NA,232,136,1893,Tropical Moist,5,10,TRUE,"(0,5]",-93,16.7,FALSE,Pasture,SilvoPasture,13,C+2+,Control-Impact Designs,Cropland,"[0,15)",FALSE,FALSE,0.4054651081081642,0.01869376329762948
120,9,120,2021,"Morales Ruiz, Danilo E.; Aryal, Deb R.; Pinto Ruiz, Rene; Guevara Hernandez, Francisco; Casanova Lugo, Fernando; Villanueva Lopez, Gilberto",English,Article,10.1002/ldr.3761,http://dx.doi.org/10.1002/ldr.3761,"DISPERSED TREES.We don't have standard deviation, but we have standard error. The biomass data has been measured for the trees only, and the above ground biomass is in kg of dry weight, so I just made *0,5 to have it in carbon unit. SOC data is in carbon content.",LMP,Grassland,Full sun,NA,"Hyparrhenia rufa,Brachiaria dictyoneura,Cenchrus ciliaris",3,0,3,0,Grassland,SilvoPasture,Pasture,NA,"Hyparrhenia rufa,Brachiaria dictyoneura,Cenchrus ciliaris,Haematoxylum campechianum,Byrsonima crassifolia,Schizolobium parahyba,Bursera bipinnata,Cordia dodecandra,Sassafras albidum,Coccoloba uvifera,Anona squamosal,Leucaena leucocephala,Bauhinia ungulate,Tremelloscyphya gelatinosa,Gliricidia sepium,Guazuma ulmifolia",16,12,4,5,NA,NA,grazing_both,NA,Mexico,16°42'N,93°00'W,16.7,-93,550,1200,24,NA,Luvisols,10,20,10,79,0,56,0,CI,12.6820185614849,Tropical dry forest until 35 years ago and then maize cultivation until 10-15 years ago,cropland,cropland,10,10,Table 4,SE,%,Done,"1,70","0,2 SE","0,63",13.43,5,"2,90","0,3 SE","0,95",16.24,5.31,NA,NA,YES,"0,1899863242","0,02454237623",YES,"0,1605714286",NA,NA,NA,232,136,1893,Tropical Moist,15,10,FALSE,"(10,15]",-93,16.7,FALSE,Pasture,SilvoPasture,13,C+2+,Control-Impact Designs,Cropland,"[15,30)",FALSE,FALSE,0.1899863241983856,0.024551757069842306
